Work_Order,Root_Work_Order,wo_depot,asset_depot,Asset,description,Comment on WO SiteReport,priority,job_type,Gas in Property,Component,Corrective Action,Repairs,Corrosion,Fracture,Failure,Interference,Other,status,status_date,scheduled_start,actual_finish,Location,principal_street,post_town,out_code,in_code,Lead_Id,Lead_Name,Material,Diameter
W2307265,W2307260,PERTH,PERTH,ASSET-5527,Pressure drop investigation,Temporary clamp applied,4,IR,NO  [Root WO: Gas in Property = NO],VALVE,PE joint re-made,N,0,0,0,1,0,PEND,2026-05-26 16:03:11,2026-05-26 07:21:00,2026-05-26 16:03:11,LOC-PRT-765,ARGYLE STREET,PERTH,PR6,8XV,ENG012,Neil Forsyth,CI,25
W2307266,W2307256,DUNDEE,DUNDEE,ASSET-1100,Meter bypass repair,Temporary clamp applied,3,EM,NO  [Root WO: Gas in Property = YES],METER,Clamp fitted,N,1,0,0,0,0,COMP,2026-05-26 15:06:41,2026-05-26 08:04:00,2026-05-26 15:06:41,LOC-DND-106,MAIN STREET,DUNDEE,DN1,8PS,ENG001,John MacDonald,ST,250
W2307267,W2307262,DUNDEE,DUNDEE,ASSET-4661,Pressure drop investigation,Corrosion on steel riser above ground,4,MR,NO,SERVICE PIPE,PE joint re-made,Y,0,0,0,0,1,PEND,2026-05-26 14:55:22,2026-05-26 08:15:00,2026-05-26 14:55:22,LOC-DND-743,CHURCH STREET,DUNDEE,DN8,2ZB,ENG005,Fiona Cameron,ST,150
W2307268,W2307259,AYR,AYR,ASSET-0519,Main repair following excavation,Root damage identified,2,EM,YES,SERVICE PIPE,Section replaced with PE,N,0,0,0,1,0,CLOSE,2026-05-26 15:59:56,2026-05-26 10:01:00,2026-05-26 15:59:56,LOC-AYR-345,HIGH STREET,AYR,AY7,9HH,ENG014,Ross Campbell,AC,25
W2307269,W2307261,INVERNESS,INVERNESS,ASSET-3502,PE pipe section renewal,Leak found at joint under pavement,4,ME,NO  [Root WO: Gas in Property = NO],METER,Section replaced with PE,N,1,0,0,0,0,OPEN,2026-05-26 16:58:48,2026-05-26 08:22:00,2026-05-26 16:58:48,LOC-INV-074,BUCHANAN STREET,INVERNESS,IN3,8OL,ENG010,Brian Thomson,ST,200
W2307270,W2307266,EDINBURGH,EDINBURGH,ASSET-8679,Valve replacement,Temporary clamp applied,2,IR,NO  [Root WO: Gas in Property = NO],RISER,Clamp fitted,Y,0,0,1,0,0,COMP,2026-05-26 16:13:15,2026-05-26 08:47:00,2026-05-26 16:13:15,LOC-EDI-334,BUCHANAN STREET,EDINBURGH,ED9,4AM,ENG011,Sandra Gillies,AC,63
W2307271,W2307263,MOTHERWELL,MOTHERWELL,ASSET-4856,Service pipe leak repair,Excavation required,3,EM,NO  [Root WO: Gas in Property = NO],RISER,Isolation applied,Y,1,0,0,0,0,CLOSE,2026-05-26 13:15:48,2026-05-26 09:36:00,2026-05-26 13:15:48,LOC-MTH-608,MAIN STREET,MOTHERWELL,MT4,1RN,ENG007,Morag Henderson,ST,150
W2307272,W2307271,STIRLING,STIRLING,ASSET-8620,Meter bypass repair,Leak found at joint under pavement,3,MR,NO,JOINT,Monitor and review,Y,0,0,0,1,0,OPEN,2026-05-27 14:59:26,2026-05-27 10:17:00,2026-05-27 14:59:26,LOC-STL-677,VICTORIA ROAD,STIRLING,ST6,1IQ,ENG011,Sandra Gillies,PE,32
W2307273,W2307271,PERTH,PERTH,ASSET-3136,Valve replacement,Temporary clamp applied,4,MR,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,Section replaced with PE,N,1,0,0,0,0,PEND,2026-05-27 17:28:33,2026-05-27 11:41:00,2026-05-27 17:28:33,LOC-PRT-717,UNION STREET,PERTH,PR6,9SF,ENG009,Lorna Mitchell,CI,150
W2307274,W2307273,INVERNESS,INVERNESS,ASSET-3569,Emergency service connection,Root damage identified,2,ME,YES,MAIN,Monitor and review,N,0,1,0,0,0,OPEN,2026-05-26 12:17:00,2026-05-26 08:02:00,2026-05-26 12:17:00,LOC-INV-709,BUCHANAN STREET,INVERNESS,IN3,4TF,ENG015,Diane Kerr,CI,150
W2307275,W2307270,AYR,AYR,ASSET-2856,Joint failure investigation,Leak found at joint under pavement,2,ME,NO  [Root WO: Gas in Property = NO],RISER,Isolation applied,N,0,0,0,1,0,COMP,2026-05-27 12:22:15,2026-05-27 09:03:00,2026-05-27 12:22:15,LOC-AYR-896,MARKET STREET,AYR,AY2,3JE,ENG007,Morag Henderson,PE,150
W2307276,W2307274,PAISLEY,PAISLEY,ASSET-2775,Service riser inspection,Corrosion on steel riser above ground,1,IR,YES,VALVE,Clamp fitted,N,0,0,0,1,0,COMP,2026-05-26 17:55:14,2026-05-26 11:02:00,2026-05-26 17:55:14,LOC-PSL-715,UNION STREET,PAISLEY,PS5,8ZK,ENG011,Sandra Gillies,ST,32
W2307277,W2307271,EDINBURGH,EDINBURGH,ASSET-7856,PE pipe section renewal,Leak found at joint under pavement,2,MR,NO  [Root WO: Gas in Property = YES],JOINT,PE joint re-made,N,0,1,0,0,0,PEND,2026-05-26 10:07:35,2026-05-26 07:23:00,2026-05-26 10:07:35,LOC-EDI-759,UNION STREET,EDINBURGH,ED2,1LF,ENG008,Craig Burns,CI,63
W2307278,W2307272,ABERDEEN,ABERDEEN,ASSET-4619,Emergency service connection,Corrosion on steel riser above ground,4,EM,NO  [Root WO: Gas in Property = NO],VALVE,Isolation applied,Y,0,0,0,1,0,OPEN,2026-05-27 17:42:25,2026-05-27 11:12:00,2026-05-27 17:42:25,LOC-ABD-461,PRINCES STREET,ABERDEEN,AB7,8AU,ENG002,Alistair Fraser,PE,200
W2307279,W2307273,MOTHERWELL,MOTHERWELL,ASSET-0340,Routine repair WO,Isolation required,2,MR,NO  [Root WO: Gas in Property = YES],JOINT,Isolation applied,Y,0,0,0,1,0,COMP,2026-05-26 15:53:25,2026-05-26 12:44:00,2026-05-26 15:53:25,LOC-MTH-362,BUCHANAN STREET,MOTHERWELL,MT3,7GR,ENG011,Sandra Gillies,ST,250
W2307280,W2307275,EDINBURGH,EDINBURGH,ASSET-1793,Corrosion repair on main,Excavation required,4,ME,NO  [Root WO: Gas in Property = YES],VALVE,Temporary repair applied,Y,0,0,0,0,1,OPEN,2026-05-27 10:58:03,2026-05-27 06:27:00,2026-05-27 10:58:03,LOC-EDI-218,MARKET STREET,EDINBURGH,ED1,9ZT,ENG006,Kevin McAllister,PE,63
W2307281,W2307275,PERTH,PERTH,ASSET-3759,Routine repair WO,Bypass valve faulty,2,MR,NO  [Root WO: Gas in Property = YES],JOINT,Clamp fitted,N,1,0,0,0,0,COMP,2026-05-26 12:18:41,2026-05-26 07:33:00,2026-05-26 12:18:41,LOC-PRT-747,KING STREET,PERTH,PR2,1DO,ENG006,Kevin McAllister,AC,32
W2307282,W2307272,AYR,AYR,ASSET-2913,Corrosion repair on main,Isolation required,1,ME,NO,MAIN,Isolation applied,Y,0,0,1,0,0,COMP,2026-05-26 11:19:22,2026-05-26 06:37:00,2026-05-26 11:19:22,LOC-AYR-223,CHURCH STREET,AYR,AY8,6ZJ,ENG012,Neil Forsyth,CI,100
W2307283,W2307274,DUNDEE,DUNDEE,ASSET-4994,Joint failure investigation,No visible defect found on main,1,ME,YES,JOINT,Section replaced with PE,N,0,0,0,1,0,PEND,2026-05-27 17:36:22,2026-05-27 11:54:00,2026-05-27 17:36:22,LOC-DND-004,CHURCH STREET,DUNDEE,DN3,4KH,ENG009,Lorna Mitchell,PE,100
W2307284,W2307279,STIRLING,STIRLING,ASSET-7678,Service riser inspection,Leak found at joint under pavement,1,MR,NO  [Root WO: Gas in Property = YES],METER,PE joint re-made,Y,0,0,1,0,0,COMP,2026-05-26 15:02:13,2026-05-26 08:46:00,2026-05-26 15:02:13,LOC-STL-045,VICTORIA ROAD,STIRLING,ST4,7PG,ENG011,Sandra Gillies,PE,32
W2307285,W2307283,STIRLING,STIRLING,ASSET-8853,Corrosion repair on main,Customer reported smell,2,IR,NO  [Root WO: Gas in Property = NO],METER,Temporary repair applied,Y,0,0,0,1,0,COMP,2026-05-26 11:49:18,2026-05-26 06:59:00,2026-05-26 11:49:18,LOC-STL-831,MAIN STREET,STIRLING,ST8,8BB,ENG008,Craig Burns,CI,63
W2307286,W2307277,STIRLING,STIRLING,ASSET-3080,Pressure drop investigation,Isolation required,3,MR,NO  [Root WO: Gas in Property = NO],VALVE,Clamp fitted,Y,0,0,0,1,0,CLOSE,2026-05-26 10:39:01,2026-05-26 06:05:00,2026-05-26 10:39:01,LOC-STL-932,ARGYLE STREET,STIRLING,ST3,8CC,ENG014,Ross Campbell,ST,100
W2307287,W2307277,PAISLEY,PAISLEY,ASSET-6865,Pressure drop investigation,Customer reported smell,2,MR,NO  [Root WO: Gas in Property = NO],RISER,Isolation applied,N,1,0,0,0,0,CLOSE,2026-05-27 12:02:10,2026-05-27 06:24:00,2026-05-27 12:02:10,LOC-PSL-885,MARKET STREET,PAISLEY,PS1,2BO,ENG009,Lorna Mitchell,PE,25
W2307288,W2307286,PAISLEY,PAISLEY,ASSET-9086,Main repair following excavation,No visible defect found on main,4,EM,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Riser section replaced,N,0,0,1,0,0,OPEN,2026-05-26 19:04:19,2026-05-26 11:02:00,2026-05-26 19:04:19,LOC-PSL-450,BUCHANAN STREET,PAISLEY,PS3,3UB,ENG014,Ross Campbell,CI,250
W2307289,W2307285,GLASGOW,GLASGOW,ASSET-4204,Routine repair WO,Excavation required,1,ME,NO  [Root WO: Gas in Property = NO],RISER,Section replaced with PE,Y,1,0,0,0,0,OPEN,2026-05-27 18:42:34,2026-05-27 11:56:00,2026-05-27 18:42:34,LOC-GLW-933,HIGH STREET,GLASGOW,GL4,2SH,ENG014,Ross Campbell,CI,25
W2307290,W2307284,AYR,AYR,ASSET-4320,Gas smell report investigation,Leak found at joint under pavement,3,IR,NO  [Root WO: Gas in Property = YES],RISER,Clamp fitted,N,0,0,1,0,0,OPEN,2026-05-26 16:44:38,2026-05-26 11:07:00,2026-05-26 16:44:38,LOC-AYR-112,PRINCES STREET,AYR,AY6,5HK,ENG007,Morag Henderson,ST,63
W2307291,W2307289,MOTHERWELL,MOTHERWELL,ASSET-4895,Service pipe leak repair,No visible defect found on main,1,EM,NO  [Root WO: Gas in Property = YES],JOINT,Pipe section renewed,N,0,0,0,0,1,PEND,2026-05-26 16:26:54,2026-05-26 09:01:00,2026-05-26 16:26:54,LOC-MTH-084,KING STREET,MOTHERWELL,MT8,8FJ,ENG015,Diane Kerr,PE,200
W2307292,W2307288,PAISLEY,PAISLEY,ASSET-8868,Meter bypass repair,Bypass valve faulty,1,ME,NO  [Root WO: Gas in Property = NO],RISER,Valve replaced,Y,0,0,0,1,0,PEND,2026-05-26 13:43:13,2026-05-26 09:08:00,2026-05-26 13:43:13,LOC-PSL-307,ARGYLE STREET,PAISLEY,PS5,4UB,ENG012,Neil Forsyth,CI,100
W2307293,W2307292,AYR,AYR,ASSET-2945,Service riser inspection,Temporary clamp applied,2,EM,NO  [Root WO: Gas in Property = NO],MAIN,Pipe section renewed,N,0,0,0,1,0,PEND,2026-05-26 13:53:51,2026-05-26 06:00:00,2026-05-26 13:53:51,LOC-AYR-915,HIGH STREET,AYR,AY4,1NT,ENG011,Sandra Gillies,AC,32
W2307294,W2307286,PAISLEY,PAISLEY,ASSET-6704,Valve replacement,No visible defect found on main,1,MR,NO,MAIN,PE joint re-made,N,0,0,0,1,0,PEND,2026-05-26 09:25:24,2026-05-26 07:11:00,2026-05-26 09:25:24,LOC-PSL-067,UNION STREET,PAISLEY,PS5,3FB,ENG005,Fiona Cameron,AC,200
W2307295,W2307287,INVERNESS,INVERNESS,ASSET-3459,PE pipe section renewal,Leak found at joint under pavement,4,EM,NO  [Root WO: Gas in Property = NO],METER,Isolation applied,N,0,0,1,0,0,OPEN,2026-05-27 20:47:43,2026-05-27 13:26:00,2026-05-27 20:47:43,LOC-INV-019,ARGYLE STREET,INVERNESS,IN8,8YC,ENG011,Sandra Gillies,ST,100
W2307296,W2307290,PAISLEY,PAISLEY,ASSET-5505,Emergency service connection,Leak found at joint under pavement,3,IR,NO,RISER,Section replaced with PE,Y,0,0,1,0,0,PEND,2026-05-26 18:06:33,2026-05-26 12:19:00,2026-05-26 18:06:33,LOC-PSL-307,BUCHANAN STREET,PAISLEY,PS8,4YZ,ENG012,Neil Forsyth,PE,100
W2307297,W2307288,STIRLING,STIRLING,ASSET-2751,PE pipe section renewal,Bypass valve faulty,1,IR,NO  [Root WO: Gas in Property = YES],VALVE,Isolation applied,Y,0,1,0,0,0,CLOSE,2026-05-26 11:03:29,2026-05-26 07:47:00,2026-05-26 11:03:29,LOC-STL-205,MAIN STREET,STIRLING,ST9,9ES,ENG007,Morag Henderson,CI,150
W2307298,W2307294,AYR,AYR,ASSET-2095,Emergency service connection,PE joint failure on low pressure,3,IR,NO  [Root WO: Gas in Property = YES],JOINT,PE joint re-made,N,0,0,0,0,1,OPEN,2026-05-27 13:17:53,2026-05-27 08:06:00,2026-05-27 13:17:53,LOC-AYR-832,MARKET STREET,AYR,AY4,8AC,ENG005,Fiona Cameron,ST,200
W2307299,W2307297,STIRLING,STIRLING,ASSET-2275,Gas smell report investigation,Customer reported smell,2,IR,NO,RISER,Valve replaced,N,0,1,0,0,0,PEND,2026-05-27 10:39:46,2026-05-27 07:39:00,2026-05-27 10:39:46,LOC-STL-095,HIGH STREET,STIRLING,ST8,7ZK,ENG015,Diane Kerr,PE,250
W2307300,W2307297,PERTH,PERTH,ASSET-8037,Service pipe leak repair,Customer reported smell,2,IR,YES,VALVE,Valve replaced,Y,0,0,1,0,0,CLOSE,2026-05-27 14:54:13,2026-05-27 08:41:00,2026-05-27 14:54:13,LOC-PRT-445,KING STREET,PERTH,PR5,7WA,ENG014,Ross Campbell,PE,150
W2307301,W2307296,STIRLING,STIRLING,ASSET-2236,Valve replacement,Corrosion on steel riser above ground,4,MR,NO  [Root WO: Gas in Property = YES],VALVE,Riser section replaced,N,0,0,1,0,0,PEND,2026-05-26 09:59:40,2026-05-26 06:10:00,2026-05-26 09:59:40,LOC-STL-618,HIGH STREET,STIRLING,ST8,3BP,ENG014,Ross Campbell,CI,63
W2307302,W2307299,DUNDEE,DUNDEE,ASSET-9789,Pressure drop investigation,Corrosion on steel riser above ground,4,ME,NO  [Root WO: Gas in Property = NO],VALVE,Valve replaced,Y,1,0,0,0,0,CLOSE,2026-05-27 18:07:57,2026-05-27 11:48:00,2026-05-27 18:07:57,LOC-DND-655,MARKET STREET,DUNDEE,DN3,7HW,ENG012,Neil Forsyth,ST,250
W2307303,W2307301,PERTH,PERTH,ASSET-0802,Service pipe leak repair,Excavation required,3,ME,YES,VALVE,Riser section replaced,N,0,0,0,0,1,CLOSE,2026-05-26 16:28:48,2026-05-26 08:39:00,2026-05-26 16:28:48,LOC-PRT-138,PRINCES STREET,PERTH,PR1,9WV,ENG011,Sandra Gillies,CI,150
W2307304,W2307297,PERTH,PERTH,ASSET-6422,Service pipe leak repair,Corrosion on steel riser above ground,4,MR,NO  [Root WO: Gas in Property = NO],METER,Riser section replaced,N,0,0,0,0,1,PEND,2026-05-27 12:14:26,2026-05-27 09:38:00,2026-05-27 12:14:26,LOC-PRT-109,ARGYLE STREET,PERTH,PR6,3PN,ENG015,Diane Kerr,CI,250
W2307305,W2307299,STIRLING,STIRLING,ASSET-2377,Routine repair WO,Bypass valve faulty,1,MR,NO,RISER,Section replaced with PE,Y,1,0,0,0,0,COMP,2026-05-26 16:12:46,2026-05-26 12:56:00,2026-05-26 16:12:46,LOC-STL-552,PRINCES STREET,STIRLING,ST5,5BG,ENG003,Catriona Stewart,ST,200
W2307306,W2307303,INVERNESS,INVERNESS,ASSET-6410,Corrosion repair on main,No visible defect found on main,3,MR,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,PE joint re-made,N,0,0,0,1,0,OPEN,2026-05-26 10:56:47,2026-05-26 07:37:00,2026-05-26 10:56:47,LOC-INV-024,KING STREET,INVERNESS,IN4,9LT,ENG004,Douglas Reid,PE,100
W2307307,W2307303,STIRLING,STIRLING,ASSET-5690,Emergency service connection,Bypass valve faulty,1,EM,NO  [Root WO: Gas in Property = YES],MAIN,Monitor and review,N,0,1,0,0,0,OPEN,2026-05-26 15:30:50,2026-05-26 06:58:00,2026-05-26 15:30:50,LOC-STL-403,KING STREET,STIRLING,ST5,2NK,ENG010,Brian Thomson,PE,25
W2307308,W2307303,STIRLING,STIRLING,ASSET-0507,Gas smell report investigation,Excavation required,2,EM,YES,VALVE,Temporary repair applied,Y,0,0,0,1,0,PEND,2026-05-26 11:27:32,2026-05-26 06:20:00,2026-05-26 11:27:32,LOC-STL-053,VICTORIA ROAD,STIRLING,ST2,9IZ,ENG007,Morag Henderson,CI,150
W2307309,W2307301,MOTHERWELL,MOTHERWELL,ASSET-6508,Corrosion repair on main,Leak found at joint under pavement,3,IR,YES,MAIN,Monitor and review,Y,0,0,0,1,0,CLOSE,2026-05-26 22:04:35,2026-05-26 13:41:00,2026-05-26 22:04:35,LOC-MTH-099,PRINCES STREET,MOTHERWELL,MT2,3PZ,ENG015,Diane Kerr,PE,25
W2307310,W2307301,STIRLING,STIRLING,ASSET-0842,Service pipe leak repair,PE joint failure on low pressure,2,MR,NO,JOINT,Valve replaced,N,1,0,0,0,0,PEND,2026-05-26 12:46:32,2026-05-26 10:17:00,2026-05-26 12:46:32,LOC-STL-510,VICTORIA ROAD,STIRLING,ST6,3KJ,ENG009,Lorna Mitchell,CI,200
W2307311,W2307306,ABERDEEN,ABERDEEN,ASSET-6419,Meter bypass repair,Excavation required,2,ME,YES,MAIN,Monitor and review,Y,0,0,1,0,0,OPEN,2026-05-26 09:50:55,2026-05-26 06:18:00,2026-05-26 09:50:55,LOC-ABD-435,HIGH STREET,ABERDEEN,AB3,9GN,ENG006,Kevin McAllister,AC,25
W2307312,W2307307,PERTH,PERTH,ASSET-7087,PE pipe section renewal,No visible defect found on main,3,ME,YES,METER,Pipe section renewed,Y,0,0,1,0,0,COMP,2026-05-27 19:02:50,2026-05-27 12:16:00,2026-05-27 19:02:50,LOC-PRT-836,KING STREET,PERTH,PR8,9MK,ENG012,Neil Forsyth,CI,25
W2307313,W2307310,DUNDEE,DUNDEE,ASSET-6965,Emergency service connection,Isolation required,1,IR,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Pipe section renewed,Y,0,0,1,0,0,COMP,2026-05-27 14:37:45,2026-05-27 10:52:00,2026-05-27 14:37:45,LOC-DND-407,VICTORIA ROAD,DUNDEE,DN5,8PM,ENG002,Alistair Fraser,CI,150
W2307314,W2307311,STIRLING,STIRLING,ASSET-1348,Pressure drop investigation,Bypass valve faulty,3,MR,NO  [Root WO: Gas in Property = NO],RISER,Riser section replaced,N,0,0,0,1,0,COMP,2026-05-27 13:39:54,2026-05-27 07:50:00,2026-05-27 13:39:54,LOC-STL-290,HIGH STREET,STIRLING,ST2,1CX,ENG010,Brian Thomson,AC,100
W2307315,W2307308,INVERNESS,INVERNESS,ASSET-7332,Emergency service connection,Customer reported smell,4,MR,NO,RISER,Valve replaced,N,0,0,0,0,1,COMP,2026-05-26 20:35:28,2026-05-26 12:17:00,2026-05-26 20:35:28,LOC-INV-248,ARGYLE STREET,INVERNESS,IN7,7JH,ENG006,Kevin McAllister,AC,100
W2307316,W2307310,DUNDEE,DUNDEE,ASSET-5443,Valve replacement,Customer reported smell,3,ME,NO,VALVE,Monitor and review,N,0,0,1,0,0,CLOSE,2026-05-27 20:23:43,2026-05-27 13:44:00,2026-05-27 20:23:43,LOC-DND-763,ARGYLE STREET,DUNDEE,DN6,8TP,ENG006,Kevin McAllister,PE,150
W2307317,W2307311,AYR,AYR,ASSET-5392,Emergency service connection,Leak found at joint under pavement,2,ME,NO  [Root WO: Gas in Property = YES],JOINT,Riser section replaced,N,0,0,1,0,0,CLOSE,2026-05-26 14:53:39,2026-05-26 08:48:00,2026-05-26 14:53:39,LOC-AYR-974,HIGH STREET,AYR,AY8,1IH,ENG004,Douglas Reid,PE,200
W2307318,W2307316,EDINBURGH,EDINBURGH,ASSET-9647,Routine repair WO,Bypass valve faulty,1,IR,NO  [Root WO: Gas in Property = NO],RISER,Riser section replaced,Y,0,0,0,1,0,PEND,2026-05-27 16:15:53,2026-05-27 08:59:00,2026-05-27 16:15:53,LOC-EDI-598,HIGH STREET,EDINBURGH,ED8,8JL,ENG010,Brian Thomson,ST,150
W2307319,W2307310,AYR,AYR,ASSET-2608,Valve replacement,No visible defect found on main,3,ME,YES,MAIN,Monitor and review,Y,0,0,0,0,1,OPEN,2026-05-27 19:09:38,2026-05-27 13:27:00,2026-05-27 19:09:38,LOC-AYR-412,ARGYLE STREET,AYR,AY7,7CH,ENG011,Sandra Gillies,AC,250
W2307320,W2307316,MOTHERWELL,MOTHERWELL,ASSET-0929,Pressure drop investigation,Root damage identified,2,IR,NO,VALVE,Valve replaced,Y,0,1,0,0,0,COMP,2026-05-27 11:35:09,2026-05-27 06:39:00,2026-05-27 11:35:09,LOC-MTH-164,PRINCES STREET,MOTHERWELL,MT2,4JU,ENG006,Kevin McAllister,ST,250
W2307321,W2307311,PERTH,PERTH,ASSET-4371,Emergency service connection,Leak found at joint under pavement,2,ME,NO,METER,Monitor and review,Y,0,1,0,0,0,COMP,2026-05-26 19:04:54,2026-05-26 11:52:00,2026-05-26 19:04:54,LOC-PRT-732,ARGYLE STREET,PERTH,PR5,6UK,ENG009,Lorna Mitchell,PE,100
W2307322,W2307316,INVERNESS,INVERNESS,ASSET-7275,Emergency service connection,Leak found at joint under pavement,2,IR,NO  [Root WO: Gas in Property = NO],METER,Clamp fitted,Y,1,0,0,0,0,PEND,2026-05-27 12:16:52,2026-05-27 08:01:00,2026-05-27 12:16:52,LOC-INV-709,CHURCH STREET,INVERNESS,IN3,2AC,ENG002,Alistair Fraser,ST,250
W2307323,W2307318,PERTH,PERTH,ASSET-3005,Emergency service connection,Bypass valve faulty,1,ME,YES,METER,Isolation applied,N,1,0,0,0,0,COMP,2026-05-26 16:02:11,2026-05-26 12:11:00,2026-05-26 16:02:11,LOC-PRT-618,MAIN STREET,PERTH,PR7,7EU,ENG003,Catriona Stewart,PE,150
W2307324,W2307322,DUNDEE,DUNDEE,ASSET-8756,Gas smell report investigation,Root damage identified,2,EM,NO  [Root WO: Gas in Property = NO],METER,PE joint re-made,N,1,0,0,0,0,PEND,2026-05-26 20:07:04,2026-05-26 13:11:00,2026-05-26 20:07:04,LOC-DND-969,PRINCES STREET,DUNDEE,DN2,5TG,ENG009,Lorna Mitchell,ST,250
W2307325,W2307316,DUNDEE,DUNDEE,ASSET-2809,Routine repair WO,Isolation required,3,ME,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Clamp fitted,Y,0,0,0,1,0,OPEN,2026-05-27 17:17:26,2026-05-27 11:09:00,2026-05-27 17:17:26,LOC-DND-216,MAIN STREET,DUNDEE,DN7,8KS,ENG014,Ross Campbell,PE,100
W2307326,W2307316,AYR,AYR,ASSET-5038,Service riser inspection,Isolation required,2,MR,NO,MAIN,Valve replaced,N,0,0,0,1,0,OPEN,2026-05-26 11:47:09,2026-05-26 07:21:00,2026-05-26 11:47:09,LOC-AYR-422,HIGH STREET,AYR,AY5,9PZ,ENG014,Ross Campbell,ST,32
W2307327,W2307319,INVERNESS,INVERNESS,ASSET-2144,Gas smell report investigation,Isolation required,2,ME,NO  [Root WO: Gas in Property = NO],METER,Valve replaced,N,0,0,1,0,0,PEND,2026-05-27 15:21:02,2026-05-27 08:48:00,2026-05-27 15:21:02,LOC-INV-787,KING STREET,INVERNESS,IN7,3FB,ENG010,Brian Thomson,AC,25
W2307328,W2307320,EDINBURGH,EDINBURGH,ASSET-5239,Pressure drop investigation,Bypass valve faulty,1,EM,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,Clamp fitted,N,0,0,0,1,0,COMP,2026-05-26 16:55:26,2026-05-26 10:49:00,2026-05-26 16:55:26,LOC-EDI-276,BUCHANAN STREET,EDINBURGH,ED2,6ZG,ENG009,Lorna Mitchell,PE,25
W2307329,W2307319,PAISLEY,PAISLEY,ASSET-2126,Corrosion repair on main,Corrosion on steel riser above ground,1,ME,YES,JOINT,Riser section replaced,N,1,0,0,0,0,COMP,2026-05-26 20:09:26,2026-05-26 12:28:00,2026-05-26 20:09:26,LOC-PSL-899,MARKET STREET,PAISLEY,PS1,2PW,ENG011,Sandra Gillies,CI,25
W2307330,W2307326,PERTH,PERTH,ASSET-7027,Service pipe leak repair,PE joint failure on low pressure,3,IR,NO  [Root WO: Gas in Property = YES],MAIN,Valve replaced,N,0,0,1,0,0,PEND,2026-05-27 13:13:02,2026-05-27 07:22:00,2026-05-27 13:13:02,LOC-PRT-548,CHURCH STREET,PERTH,PR8,8YG,ENG001,John MacDonald,PE,200
W2307331,W2307324,INVERNESS,INVERNESS,ASSET-8225,Service riser inspection,Isolation required,1,IR,NO  [Root WO: Gas in Property = YES],METER,Monitor and review,Y,0,0,0,1,0,PEND,2026-05-26 21:10:23,2026-05-26 13:38:00,2026-05-26 21:10:23,LOC-INV-168,MARKET STREET,INVERNESS,IN9,4AJ,ENG012,Neil Forsyth,ST,63
W2307332,W2307325,GLASGOW,GLASGOW,ASSET-5657,Emergency service connection,Excavation required,3,IR,YES,METER,Isolation applied,Y,0,0,0,1,0,PEND,2026-05-26 13:45:08,2026-05-26 08:01:00,2026-05-26 13:45:08,LOC-GLW-448,CHURCH STREET,GLASGOW,GL2,9FX,ENG007,Morag Henderson,PE,25
W2307333,W2307327,STIRLING,STIRLING,ASSET-0852,Service riser inspection,No visible defect found on main,4,MR,NO  [Root WO: Gas in Property = NO],MAIN,Clamp fitted,N,1,0,0,0,0,OPEN,2026-05-26 10:25:16,2026-05-26 08:10:00,2026-05-26 10:25:16,LOC-STL-677,ARGYLE STREET,STIRLING,ST7,5FB,ENG015,Diane Kerr,AC,200
W2307334,W2307332,GLASGOW,GLASGOW,ASSET-4018,Service riser inspection,Temporary clamp applied,4,ME,NO  [Root WO: Gas in Property = NO],RISER,Isolation applied,N,0,0,0,1,0,OPEN,2026-05-26 16:03:03,2026-05-26 10:09:00,2026-05-26 16:03:03,LOC-GLW-828,KING STREET,GLASGOW,GL7,4CJ,ENG008,Craig Burns,ST,150
W2307335,W2307333,PERTH,PERTH,ASSET-4181,Pressure drop investigation,Corrosion on steel riser above ground,3,MR,NO  [Root WO: Gas in Property = NO],RISER,Pipe section renewed,Y,0,0,1,0,0,COMP,2026-05-27 16:22:00,2026-05-27 07:47:00,2026-05-27 16:22:00,LOC-PRT-843,KING STREET,PERTH,PR6,7DG,ENG012,Neil Forsyth,CI,200
W2307336,W2307333,AYR,AYR,ASSET-8382,Joint failure investigation,PE joint failure on low pressure,2,EM,NO  [Root WO: Gas in Property = YES],MAIN,PE joint re-made,Y,0,0,1,0,0,OPEN,2026-05-27 14:56:05,2026-05-27 08:34:00,2026-05-27 14:56:05,LOC-AYR-007,HIGH STREET,AYR,AY2,5QE,ENG001,John MacDonald,ST,100
W2307337,W2307330,GLASGOW,GLASGOW,ASSET-7185,Emergency service connection,Leak found at joint under pavement,4,ME,NO  [Root WO: Gas in Property = YES],MAIN,Clamp fitted,N,0,1,0,0,0,CLOSE,2026-05-26 15:15:34,2026-05-26 12:18:00,2026-05-26 15:15:34,LOC-GLW-881,ARGYLE STREET,GLASGOW,GL5,8BD,ENG010,Brian Thomson,ST,200
