LDZ,Depot,Workstream,Engineer,Engineer Name,Team Manager Name,Workorder No.,Job Type,Job Priority,Actual Start,Actual Finish,Time On Site (HH:MM:SS),Duration (Hours)
NT,DERBY,INSPECTION,ENG062,Fred Archer,Sue Holt,W5605801,ME,R1,2026-05-26 11:40:00,2026-05-27 00:52:00,13:12:00,13.2
WM,WOLVERHAMPTON,EMERGENCY,ENG041,Una Cowling,Mark Reygate,W5605802,ME,M2,2026-05-23 07:34:00,2026-05-23 15:34:00,08:00:00,8.0
SE,BRIGHTON,EMERGENCY,ENG032,Colin James,Pat Nolan,W5605803,MR,M1,2026-05-21 09:35:00,2026-05-21 21:41:00,12:06:00,12.1
WM,STOKE,METERING,ENG040,Wayne Edwards,Mark Reygate,W5605804,ME,E1,2026-05-25 09:24:00,2026-05-25 12:42:00,03:18:00,3.3
SC,GLASGOW,REPAIR,ENG003,Catriona Stewart,Graham Loan,W5605805,IR,R2,2026-05-23 07:55:00,2026-05-23 23:01:00,15:06:00,15.1
SC,GLASGOW,METERING,ENG005,Fiona Cameron,Gordon Shaw,W5605806,RO,E2,2026-05-27 07:15:00,2026-05-27 21:33:00,14:18:00,14.3
NW,WARRINGTON,METERING,ENG011,Karen Simmons,Gary Williams,W5605807,RO,M1,2026-05-23 08:15:00,2026-05-23 17:57:00,09:42:00,9.7
SO,BOURNEMOUTH,INSPECTION,ENG051,Wendy Nash,Phil Russell,W5605808,ME,M2,2026-05-24 09:08:00,2026-05-24 21:02:00,11:54:00,11.9
NW,BOLTON,METERING,ENG012,Brian Cook,Gary Williams,W5605809,ME,E1,2026-05-26 07:33:00,2026-05-26 12:51:00,05:18:00,5.3
EA,IPSWICH,ROUTINE,ENG021,Rachel Davies,Mark Booker,W5605810,IR,M2,2026-05-25 06:28:00,2026-05-25 11:40:00,05:12:00,5.2
NW,WIGAN,REPAIR,ENG012,Brian Cook,Gary Williams,W5605811,IR,E1,2026-05-23 11:37:00,2026-05-24 03:13:00,15:36:00,15.6
NT,LEICESTER,INSPECTION,ENG062,Fred Archer,Sue Holt,W5605812,MR,R2,2026-05-27 10:01:00,2026-05-27 17:19:00,07:18:00,7.3
NW,BLACKBURN,ROUTINE,ENG012,Brian Cook,Gary Williams,W5605813,IR,M1,2026-05-26 08:13:00,2026-05-26 13:07:00,04:54:00,4.9
SE,MAIDSTONE,EMERGENCY,ENG033,Julie Price,Pat Nolan,W5605814,ME,R1,2026-05-25 09:43:00,2026-05-25 13:31:00,03:48:00,3.8
NT,MANSFIELD,ROUTINE,ENG062,Fred Archer,Sue Holt,W5605815,MR,M2,2026-05-22 06:02:00,2026-05-22 17:44:00,11:42:00,11.7
NE,DURHAM,INSPECTION,ENG072,Liz Cooke,Bill Tyne,W5605816,RO,M2,2026-05-27 07:06:00,2026-05-27 17:06:00,10:00:00,10.0
WM,DUDLEY,ROUTINE,ENG043,Diane Hunt,Tom Avery,W5605817,ME,R2,2026-05-25 06:05:00,2026-05-25 19:17:00,13:12:00,13.2
NW,BLACKBURN,EMERGENCY,ENG014,Alan Sharp,Dave Clarke,W5605818,MR,M1,2026-05-21 08:49:00,2026-05-21 21:49:00,13:00:00,13.0
SC,STIRLING,REPAIR,ENG003,Catriona Stewart,Graham Loan,W5605819,RO,R1,2026-05-25 10:50:00,2026-05-25 17:02:00,06:12:00,6.2
SO,SOUTHAMPTON,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5605820,RO,R2,2026-05-22 10:59:00,2026-05-22 22:05:00,11:06:00,11.1
SC,EDINBURGH,EMERGENCY,ENG005,Fiona Cameron,Gordon Shaw,W5605821,RO,R2,2026-05-22 10:46:00,2026-05-23 01:28:00,14:42:00,14.7
SC,PAISLEY,ROUTINE,ENG003,Catriona Stewart,Graham Loan,W5605822,IR,R1,2026-05-22 09:04:00,2026-05-22 17:22:00,08:18:00,8.3
NE,MIDDLESBROUGH,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5605823,ME,R1,2026-05-21 11:25:00,2026-05-21 17:01:00,05:36:00,5.6
SC,DUNDEE,METERING,ENG003,Catriona Stewart,Graham Loan,W5605824,ME,M1,2026-05-27 10:10:00,2026-05-28 00:58:00,14:48:00,14.8
EA,BEDFORD,REPAIR,ENG022,Peter Wong,Mark Booker,W5605825,IR,R2,2026-05-21 09:59:00,2026-05-21 17:47:00,07:48:00,7.8
WM,STOKE,EMERGENCY,ENG042,Steve Frost,Mark Reygate,W5605826,RO,E1,2026-05-25 09:17:00,2026-05-25 14:17:00,05:00:00,5.0
SE,EASTBOURNE,EMERGENCY,ENG033,Julie Price,Pat Nolan,W5605827,ME,E2,2026-05-22 08:50:00,2026-05-22 22:08:00,13:18:00,13.3
NT,LINCOLN,METERING,ENG062,Fred Archer,Sue Holt,W5605828,ME,E2,2026-05-22 06:55:00,2026-05-22 12:43:00,05:48:00,5.8
EA,BEDFORD,ROUTINE,ENG022,Peter Wong,Mark Booker,W5605829,RO,E1,2026-05-23 10:56:00,2026-05-24 00:08:00,13:12:00,13.2
SC,PERTH,ROUTINE,ENG004,Douglas Reid,Graham Loan,W5605830,RO,R1,2026-05-23 10:57:00,2026-05-23 22:45:00,11:48:00,11.8
NW,STOCKPORT,ROUTINE,ENG010,Paul Dawson,Gary Williams,W5605831,IR,R1,2026-05-21 06:30:00,2026-05-21 21:42:00,15:12:00,15.2
SO,BOURNEMOUTH,ROUTINE,ENG050,Phil Hodgkins,Phil Russell,W5605832,MR,R1,2026-05-25 06:39:00,2026-05-25 16:21:00,09:42:00,9.7
SE,HORSHAM,REPAIR,ENG032,Colin James,Pat Nolan,W5605833,EM,M1,2026-05-26 08:11:00,2026-05-26 14:17:00,06:06:00,6.1
EA,PETERBOROUGH,EMERGENCY,ENG020,Mark Holloway,Mark Booker,W5605834,EM,R1,2026-05-21 09:11:00,2026-05-21 17:23:00,08:11:59,8.2
NW,WARRINGTON,REPAIR,ENG011,Karen Simmons,Gary Williams,W5605835,EM,R1,2026-05-23 10:52:00,2026-05-23 22:58:00,12:06:00,12.1
SE,HORSHAM,ROUTINE,ENG030,Stuart Porter,Ray Ingram,W5605836,MR,R2,2026-05-26 06:41:00,2026-05-26 21:47:00,15:06:00,15.1
SE,CROYDON,METERING,ENG032,Colin James,Pat Nolan,W5605837,RO,E2,2026-05-26 09:37:00,2026-05-26 17:01:00,07:24:00,7.4
EA,PETERBOROUGH,METERING,ENG022,Peter Wong,Mark Booker,W5605838,MR,R1,2026-05-23 08:38:00,2026-05-23 16:56:00,08:18:00,8.3
EA,CAMBRIDGE,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5605839,MR,E1,2026-05-24 09:38:00,2026-05-24 18:08:00,08:30:00,8.5
NW,BOLTON,EMERGENCY,ENG014,Alan Sharp,Dave Clarke,W5605840,EM,E2,2026-05-26 11:56:00,2026-05-26 22:38:00,10:42:00,10.7
SE,EASTBOURNE,EMERGENCY,ENG032,Colin James,Pat Nolan,W5605841,EM,R2,2026-05-21 11:45:00,2026-05-21 19:03:00,07:18:00,7.3
SO,PORTSMOUTH,METERING,ENG050,Phil Hodgkins,Phil Russell,W5605842,ME,R1,2026-05-24 09:36:00,2026-05-24 23:00:00,13:24:00,13.4
SE,HORSHAM,REPAIR,ENG030,Stuart Porter,Ray Ingram,W5605843,ME,R2,2026-05-26 11:02:00,2026-05-26 13:26:00,02:24:00,2.4
SC,ABERDEEN,EMERGENCY,ENG006,Kevin McAllister,Gordon Shaw,W5605844,IR,E1,2026-05-26 11:37:00,2026-05-26 17:25:00,05:48:00,5.8
NT,LEICESTER,REPAIR,ENG061,Cathy Dean,Sue Holt,W5605845,EM,M1,2026-05-24 09:58:00,2026-05-25 01:46:00,15:48:00,15.8
SO,SOUTHAMPTON,METERING,ENG050,Phil Hodgkins,Phil Russell,W5605846,EM,E2,2026-05-23 11:42:00,2026-05-23 17:30:00,05:48:00,5.8
SO,SOUTHAMPTON,METERING,ENG052,Chris Lamb,Phil Russell,W5605847,MR,R2,2026-05-24 09:54:00,2026-05-24 15:48:00,05:54:00,5.9
EA,BEDFORD,INSPECTION,ENG023,Sharon King,Anne Foster,W5605848,EM,M1,2026-05-25 11:36:00,2026-05-25 21:48:00,10:12:00,10.2
NW,MANCHESTER,ROUTINE,ENG014,Alan Sharp,Dave Clarke,W5605849,EM,E2,2026-05-27 07:29:00,2026-05-27 12:53:00,05:24:00,5.4
NT,LINCOLN,METERING,ENG062,Fred Archer,Sue Holt,W5605850,ME,E1,2026-05-25 10:25:00,2026-05-25 19:49:00,09:24:00,9.4
WM,WALSALL,EMERGENCY,ENG043,Diane Hunt,Tom Avery,W5605851,IR,M2,2026-05-27 06:57:00,2026-05-27 19:51:00,12:54:00,12.9
EA,BEDFORD,METERING,ENG022,Peter Wong,Mark Booker,W5605852,MR,R2,2026-05-21 10:15:00,2026-05-21 14:03:00,03:48:00,3.8
EA,NORWICH,METERING,ENG023,Sharon King,Anne Foster,W5605853,MR,E2,2026-05-22 09:38:00,2026-05-22 21:56:00,12:18:00,12.3
EA,IPSWICH,ROUTINE,ENG021,Rachel Davies,Mark Booker,W5605854,RO,M2,2026-05-27 06:40:00,2026-05-27 11:34:00,04:54:00,4.9
NW,WARRINGTON,EMERGENCY,ENG014,Alan Sharp,Dave Clarke,W5605855,IR,M2,2026-05-27 11:40:00,2026-05-27 22:10:00,10:30:00,10.5
NW,MANCHESTER,EMERGENCY,ENG010,Paul Dawson,Gary Williams,W5605856,ME,M1,2026-05-22 09:39:00,2026-05-22 18:09:00,08:30:00,8.5
NW,LIVERPOOL,METERING,ENG012,Brian Cook,Gary Williams,W5605857,EM,R2,2026-05-21 10:15:00,2026-05-21 13:33:00,03:18:00,3.3
SC,PERTH,REPAIR,ENG001,John MacDonald,Steven Leckie,W5605858,MR,R2,2026-05-26 07:13:00,2026-05-26 11:19:00,04:05:59,4.1
SC,EDINBURGH,REPAIR,ENG005,Fiona Cameron,Gordon Shaw,W5605859,EM,E2,2026-05-23 11:27:00,2026-05-23 23:33:00,12:06:00,12.1
NW,LIVERPOOL,METERING,ENG012,Brian Cook,Gary Williams,W5605860,EM,M2,2026-05-25 10:48:00,2026-05-25 23:42:00,12:54:00,12.9
SO,SOUTHAMPTON,METERING,ENG050,Phil Hodgkins,Phil Russell,W5605861,IR,E1,2026-05-26 06:50:00,2026-05-26 16:38:00,09:48:00,9.8
WM,WALSALL,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5605862,IR,M1,2026-05-26 06:26:00,2026-05-26 18:26:00,12:00:00,12.0
EA,CAMBRIDGE,ROUTINE,ENG023,Sharon King,Anne Foster,W5605863,EM,R1,2026-05-23 06:49:00,2026-05-23 20:13:00,13:24:00,13.4
SE,GUILDFORD,ROUTINE,ENG031,Tracey McIntyre,Ray Ingram,W5605864,EM,E2,2026-05-26 07:03:00,2026-05-26 12:21:00,05:18:00,5.3
NT,NOTTINGHAM,METERING,ENG061,Cathy Dean,Sue Holt,W5605865,RO,E2,2026-05-21 08:40:00,2026-05-21 15:40:00,07:00:00,7.0
NW,WARRINGTON,INSPECTION,ENG011,Karen Simmons,Gary Williams,W5605866,MR,E1,2026-05-23 07:02:00,2026-05-23 21:50:00,14:48:00,14.8
SO,SOUTHAMPTON,REPAIR,ENG051,Wendy Nash,Phil Russell,W5605867,IR,E1,2026-05-22 09:16:00,2026-05-22 11:16:00,02:00:00,2.0
SE,HORSHAM,REPAIR,ENG033,Julie Price,Pat Nolan,W5605868,ME,R1,2026-05-23 11:51:00,2026-05-23 20:39:00,08:48:00,8.8
WM,WOLVERHAMPTON,REPAIR,ENG043,Diane Hunt,Tom Avery,W5605869,ME,M1,2026-05-25 09:14:00,2026-05-25 19:08:00,09:54:00,9.9
NW,WARRINGTON,REPAIR,ENG010,Paul Dawson,Gary Williams,W5605870,IR,M1,2026-05-24 09:54:00,2026-05-24 15:30:00,05:36:00,5.6
SC,EDINBURGH,INSPECTION,ENG005,Fiona Cameron,Gordon Shaw,W5605871,EM,M1,2026-05-23 10:47:00,2026-05-24 01:11:00,14:24:00,14.4
SC,INVERNESS,METERING,ENG004,Douglas Reid,Graham Loan,W5605872,MR,E2,2026-05-22 11:40:00,2026-05-22 23:16:00,11:36:00,11.6
SO,PORTSMOUTH,EMERGENCY,ENG050,Phil Hodgkins,Phil Russell,W5605873,RO,R2,2026-05-24 09:51:00,2026-05-24 12:27:00,02:36:00,2.6
NE,MIDDLESBROUGH,METERING,ENG072,Liz Cooke,Bill Tyne,W5605874,ME,M1,2026-05-21 10:13:00,2026-05-21 16:55:00,06:42:00,6.7
NW,WIGAN,METERING,ENG011,Karen Simmons,Gary Williams,W5605875,EM,M2,2026-05-22 09:38:00,2026-05-23 01:20:00,15:42:00,15.7
NT,DERBY,INSPECTION,ENG060,Barry Noon,Sue Holt,W5605876,IR,M2,2026-05-25 07:45:00,2026-05-25 13:33:00,05:48:00,5.8
WM,STOKE,INSPECTION,ENG041,Una Cowling,Mark Reygate,W5605877,RO,E1,2026-05-26 11:53:00,2026-05-26 16:23:00,04:30:00,4.5
NE,NEWCASTLE,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5605878,ME,R1,2026-05-25 09:46:00,2026-05-25 13:52:00,04:05:59,4.1
WM,COVENTRY,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5605879,ME,E1,2026-05-27 11:56:00,2026-05-27 15:56:00,04:00:00,4.0
WM,DUDLEY,INSPECTION,ENG043,Diane Hunt,Tom Avery,W5605880,EM,R2,2026-05-24 07:18:00,2026-05-24 22:06:00,14:48:00,14.8
SE,GUILDFORD,ROUTINE,ENG030,Stuart Porter,Ray Ingram,W5605881,RO,M1,2026-05-23 09:42:00,2026-05-23 13:30:00,03:48:00,3.8
NE,MIDDLESBROUGH,REPAIR,ENG072,Liz Cooke,Bill Tyne,W5605882,EM,R1,2026-05-24 10:01:00,2026-05-24 13:37:00,03:36:00,3.6
NE,MIDDLESBROUGH,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5605883,ME,M2,2026-05-24 11:44:00,2026-05-24 17:14:00,05:30:00,5.5
SE,EASTBOURNE,REPAIR,ENG033,Julie Price,Pat Nolan,W5605884,RO,M1,2026-05-21 06:17:00,2026-05-21 22:17:00,16:00:00,16.0
EA,IPSWICH,EMERGENCY,ENG020,Mark Holloway,Mark Booker,W5605885,EM,M2,2026-05-23 06:13:00,2026-05-23 15:55:00,09:42:00,9.7
EA,CAMBRIDGE,METERING,ENG021,Rachel Davies,Mark Booker,W5605886,ME,R1,2026-05-26 08:21:00,2026-05-26 15:27:00,07:06:00,7.1
SC,STIRLING,REPAIR,ENG006,Kevin McAllister,Gordon Shaw,W5605887,MR,M2,2026-05-21 09:47:00,2026-05-21 19:17:00,09:30:00,9.5
SC,ABERDEEN,METERING,ENG002,Alistair Fraser,Steven Leckie,W5605888,IR,M2,2026-05-26 09:18:00,2026-05-26 18:54:00,09:36:00,9.6
NE,GATESHEAD,INSPECTION,ENG072,Liz Cooke,Bill Tyne,W5605889,ME,M1,2026-05-21 06:38:00,2026-05-21 17:26:00,10:48:00,10.8
SO,SALISBURY,REPAIR,ENG051,Wendy Nash,Phil Russell,W5605890,IR,R2,2026-05-21 08:23:00,2026-05-21 10:59:00,02:36:00,2.6
SO,BOURNEMOUTH,INSPECTION,ENG052,Chris Lamb,Phil Russell,W5605891,RO,E2,2026-05-23 06:29:00,2026-05-23 21:59:00,15:30:00,15.5
SE,BRIGHTON,REPAIR,ENG031,Tracey McIntyre,Ray Ingram,W5605892,MR,M1,2026-05-25 08:40:00,2026-05-25 21:46:00,13:06:00,13.1
NE,SUNDERLAND,EMERGENCY,ENG071,Alan Shaw,Bill Tyne,W5605893,ME,M1,2026-05-26 10:43:00,2026-05-26 15:37:00,04:54:00,4.9
SC,INVERNESS,METERING,ENG004,Douglas Reid,Graham Loan,W5605894,RO,R2,2026-05-26 06:42:00,2026-05-26 16:48:00,10:06:00,10.1
NE,DURHAM,METERING,ENG072,Liz Cooke,Bill Tyne,W5605895,ME,M1,2026-05-25 09:41:00,2026-05-25 22:11:00,12:30:00,12.5
NE,NEWCASTLE,ROUTINE,ENG071,Alan Shaw,Bill Tyne,W5605896,IR,M2,2026-05-26 09:44:00,2026-05-26 22:44:00,13:00:00,13.0
WM,COVENTRY,ROUTINE,ENG042,Steve Frost,Mark Reygate,W5605897,MR,M2,2026-05-22 10:33:00,2026-05-22 18:09:00,07:36:00,7.6
SE,CROYDON,METERING,ENG031,Tracey McIntyre,Ray Ingram,W5605898,MR,M1,2026-05-25 08:13:00,2026-05-25 19:43:00,11:30:00,11.5
SO,SOUTHAMPTON,INSPECTION,ENG050,Phil Hodgkins,Phil Russell,W5605899,MR,M1,2026-05-23 09:34:00,2026-05-23 16:22:00,06:48:00,6.8
NW,BOLTON,ROUTINE,ENG014,Alan Sharp,Dave Clarke,W5605900,ME,M1,2026-05-24 07:11:00,2026-05-24 19:53:00,12:42:00,12.7
SO,SALISBURY,INSPECTION,ENG050,Phil Hodgkins,Phil Russell,W5605901,IR,E2,2026-05-22 09:57:00,2026-05-22 15:03:00,05:06:00,5.1
NT,DERBY,EMERGENCY,ENG061,Cathy Dean,Sue Holt,W5605902,IR,M2,2026-05-23 11:45:00,2026-05-23 15:15:00,03:30:00,3.5
NE,NEWCASTLE,EMERGENCY,ENG070,Janet Robb,Bill Tyne,W5605903,EM,R1,2026-05-21 06:39:00,2026-05-21 19:39:00,13:00:00,13.0
NW,WARRINGTON,INSPECTION,ENG013,Helen Morris,Dave Clarke,W5605904,EM,M1,2026-05-27 09:01:00,2026-05-27 18:01:00,09:00:00,9.0
NE,SUNDERLAND,METERING,ENG072,Liz Cooke,Bill Tyne,W5605905,RO,M1,2026-05-25 09:51:00,2026-05-25 20:51:00,11:00:00,11.0
SE,MAIDSTONE,EMERGENCY,ENG033,Julie Price,Pat Nolan,W5605906,RO,M2,2026-05-22 09:44:00,2026-05-23 01:32:00,15:48:00,15.8
EA,NORWICH,EMERGENCY,ENG020,Mark Holloway,Mark Booker,W5605907,RO,R1,2026-05-24 09:47:00,2026-05-24 11:53:00,02:06:00,2.1
NE,DURHAM,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5605908,IR,R1,2026-05-23 10:46:00,2026-05-23 18:16:00,07:30:00,7.5
NT,DERBY,ROUTINE,ENG060,Barry Noon,Sue Holt,W5605909,MR,M2,2026-05-21 10:12:00,2026-05-21 14:42:00,04:30:00,4.5
NT,NOTTINGHAM,METERING,ENG061,Cathy Dean,Sue Holt,W5605910,MR,R1,2026-05-27 11:31:00,2026-05-27 20:19:00,08:48:00,8.8
NT,NOTTINGHAM,INSPECTION,ENG062,Fred Archer,Sue Holt,W5605911,IR,R2,2026-05-22 09:13:00,2026-05-22 14:43:00,05:30:00,5.5
SE,HORSHAM,REPAIR,ENG033,Julie Price,Pat Nolan,W5605912,ME,M2,2026-05-23 11:42:00,2026-05-24 01:18:00,13:36:00,13.6
SE,BRIGHTON,EMERGENCY,ENG033,Julie Price,Pat Nolan,W5605913,ME,M1,2026-05-23 10:29:00,2026-05-23 23:47:00,13:18:00,13.3
NE,GATESHEAD,ROUTINE,ENG072,Liz Cooke,Bill Tyne,W5605914,EM,M1,2026-05-24 08:09:00,2026-05-24 11:09:00,03:00:00,3.0
EA,BEDFORD,METERING,ENG020,Mark Holloway,Mark Booker,W5605915,EM,E1,2026-05-23 08:26:00,2026-05-23 14:32:00,06:06:00,6.1
NT,MANSFIELD,REPAIR,ENG062,Fred Archer,Sue Holt,W5605916,IR,E1,2026-05-22 06:40:00,2026-05-22 10:28:00,03:48:00,3.8
WM,DUDLEY,ROUTINE,ENG041,Una Cowling,Mark Reygate,W5605917,RO,R1,2026-05-21 06:41:00,2026-05-21 21:53:00,15:12:00,15.2
SC,GLASGOW,INSPECTION,ENG004,Douglas Reid,Graham Loan,W5605918,RO,M2,2026-05-27 06:36:00,2026-05-27 12:00:00,05:24:00,5.4
SO,SALISBURY,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5605919,ME,E1,2026-05-26 06:19:00,2026-05-26 20:01:00,13:42:00,13.7
SC,GLASGOW,REPAIR,ENG005,Fiona Cameron,Gordon Shaw,W5605920,MR,R2,2026-05-21 07:07:00,2026-05-21 17:31:00,10:24:00,10.4
SO,BASINGSTOKE,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5605921,EM,M1,2026-05-26 06:13:00,2026-05-26 15:37:00,09:24:00,9.4
SO,PORTSMOUTH,INSPECTION,ENG052,Chris Lamb,Phil Russell,W5605922,MR,M2,2026-05-22 11:04:00,2026-05-22 19:16:00,08:11:59,8.2
EA,NORWICH,REPAIR,ENG022,Peter Wong,Mark Booker,W5605923,EM,M2,2026-05-26 09:41:00,2026-05-26 20:17:00,10:36:00,10.6
NE,MIDDLESBROUGH,EMERGENCY,ENG070,Janet Robb,Bill Tyne,W5605924,ME,E1,2026-05-26 10:57:00,2026-05-26 19:03:00,08:06:00,8.1
NW,MANCHESTER,METERING,ENG014,Alan Sharp,Dave Clarke,W5605925,ME,R1,2026-05-21 06:47:00,2026-05-21 19:35:00,12:48:00,12.8
SO,SOUTHAMPTON,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5605926,IR,R2,2026-05-25 06:22:00,2026-05-25 18:34:00,12:12:00,12.2
SC,STIRLING,INSPECTION,ENG005,Fiona Cameron,Gordon Shaw,W5605927,IR,E1,2026-05-26 11:37:00,2026-05-26 23:25:00,11:48:00,11.8
SE,EASTBOURNE,EMERGENCY,ENG031,Tracey McIntyre,Ray Ingram,W5605928,MR,E2,2026-05-24 10:20:00,2026-05-24 16:44:00,06:24:00,6.4
SC,EDINBURGH,METERING,ENG006,Kevin McAllister,Gordon Shaw,W5605929,MR,E1,2026-05-23 10:36:00,2026-05-23 14:54:00,04:18:00,4.3
NW,WARRINGTON,REPAIR,ENG012,Brian Cook,Gary Williams,W5605930,MR,R1,2026-05-22 11:29:00,2026-05-22 23:11:00,11:42:00,11.7
NE,GATESHEAD,ROUTINE,ENG072,Liz Cooke,Bill Tyne,W5605931,EM,R2,2026-05-22 08:20:00,2026-05-22 13:26:00,05:06:00,5.1
SO,PORTSMOUTH,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5605932,RO,E2,2026-05-24 07:23:00,2026-05-24 19:11:00,11:48:00,11.8
SE,BRIGHTON,ROUTINE,ENG032,Colin James,Pat Nolan,W5605933,EM,E2,2026-05-26 08:50:00,2026-05-26 18:20:00,09:30:00,9.5
NT,NOTTINGHAM,METERING,ENG061,Cathy Dean,Sue Holt,W5605934,RO,R1,2026-05-27 10:38:00,2026-05-27 19:14:00,08:36:00,8.6
EA,BEDFORD,METERING,ENG023,Sharon King,Anne Foster,W5605935,IR,R2,2026-05-24 11:58:00,2026-05-25 03:58:00,16:00:00,16.0
WM,STOKE,METERING,ENG043,Diane Hunt,Tom Avery,W5605936,IR,M1,2026-05-21 10:54:00,2026-05-21 22:36:00,11:42:00,11.7
SE,MAIDSTONE,METERING,ENG033,Julie Price,Pat Nolan,W5605937,IR,M1,2026-05-26 10:02:00,2026-05-26 12:50:00,02:48:00,2.8
NW,LIVERPOOL,REPAIR,ENG011,Karen Simmons,Gary Williams,W5605938,IR,E2,2026-05-24 11:18:00,2026-05-24 15:36:00,04:18:00,4.3
SO,BASINGSTOKE,EMERGENCY,ENG052,Chris Lamb,Phil Russell,W5605939,EM,R1,2026-05-22 11:09:00,2026-05-22 19:33:00,08:24:00,8.4
SC,EDINBURGH,INSPECTION,ENG005,Fiona Cameron,Gordon Shaw,W5605940,MR,R1,2026-05-26 06:26:00,2026-05-26 10:02:00,03:36:00,3.6
EA,NORWICH,METERING,ENG023,Sharon King,Anne Foster,W5605941,RO,M1,2026-05-22 11:05:00,2026-05-23 00:23:00,13:18:00,13.3
NW,WARRINGTON,INSPECTION,ENG013,Helen Morris,Dave Clarke,W5605942,ME,R1,2026-05-22 10:22:00,2026-05-22 20:46:00,10:24:00,10.4
NT,NOTTINGHAM,EMERGENCY,ENG060,Barry Noon,Sue Holt,W5605943,ME,E1,2026-05-21 06:55:00,2026-05-21 18:37:00,11:42:00,11.7
WM,BIRMINGHAM,ROUTINE,ENG041,Una Cowling,Mark Reygate,W5605944,MR,E2,2026-05-24 06:40:00,2026-05-24 12:04:00,05:24:00,5.4
NE,MIDDLESBROUGH,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5605945,MR,R1,2026-05-27 07:34:00,2026-05-27 15:34:00,08:00:00,8.0
WM,WALSALL,REPAIR,ENG040,Wayne Edwards,Mark Reygate,W5605946,MR,M2,2026-05-23 07:03:00,2026-05-23 15:03:00,08:00:00,8.0
NE,NEWCASTLE,METERING,ENG070,Janet Robb,Bill Tyne,W5605947,EM,E2,2026-05-26 10:33:00,2026-05-26 13:51:00,03:18:00,3.3
NE,MIDDLESBROUGH,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5605948,MR,R2,2026-05-23 09:39:00,2026-05-24 00:03:00,14:24:00,14.4
NE,NEWCASTLE,METERING,ENG071,Alan Shaw,Bill Tyne,W5605949,ME,R1,2026-05-27 07:43:00,2026-05-27 23:25:00,15:42:00,15.7
SO,BASINGSTOKE,EMERGENCY,ENG050,Phil Hodgkins,Phil Russell,W5605950,EM,R2,2026-05-25 09:12:00,2026-05-25 18:06:00,08:54:00,8.9
WM,COVENTRY,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5605951,ME,R2,2026-05-21 06:41:00,2026-05-21 11:53:00,05:12:00,5.2
NW,MANCHESTER,ROUTINE,ENG012,Brian Cook,Gary Williams,W5605952,IR,R1,2026-05-22 08:59:00,2026-05-22 14:17:00,05:18:00,5.3
NT,LINCOLN,EMERGENCY,ENG061,Cathy Dean,Sue Holt,W5605953,RO,M1,2026-05-25 11:22:00,2026-05-25 18:46:00,07:24:00,7.4
NT,LEICESTER,METERING,ENG060,Barry Noon,Sue Holt,W5605954,MR,M2,2026-05-24 09:00:00,2026-05-25 00:42:00,15:42:00,15.7
SC,STIRLING,INSPECTION,ENG003,Catriona Stewart,Graham Loan,W5605955,RO,E2,2026-05-24 09:48:00,2026-05-24 20:48:00,11:00:00,11.0
SC,STIRLING,EMERGENCY,ENG004,Douglas Reid,Graham Loan,W5605956,RO,E2,2026-05-21 09:56:00,2026-05-21 14:26:00,04:30:00,4.5
NT,LINCOLN,REPAIR,ENG060,Barry Noon,Sue Holt,W5605957,EM,M2,2026-05-22 11:41:00,2026-05-22 21:59:00,10:18:00,10.3
SO,BOURNEMOUTH,REPAIR,ENG052,Chris Lamb,Phil Russell,W5605958,EM,E1,2026-05-21 06:36:00,2026-05-21 09:06:00,02:30:00,2.5
SC,STIRLING,REPAIR,ENG005,Fiona Cameron,Gordon Shaw,W5605959,IR,E2,2026-05-22 10:53:00,2026-05-23 00:41:00,13:48:00,13.8
NW,MANCHESTER,ROUTINE,ENG010,Paul Dawson,Gary Williams,W5605960,RO,E1,2026-05-25 09:23:00,2026-05-25 14:29:00,05:06:00,5.1
NW,STOCKPORT,METERING,ENG010,Paul Dawson,Gary Williams,W5605961,IR,M2,2026-05-24 06:24:00,2026-05-24 13:36:00,07:12:00,7.2
NT,MANSFIELD,METERING,ENG062,Fred Archer,Sue Holt,W5605962,IR,E2,2026-05-25 09:18:00,2026-05-25 22:12:00,12:54:00,12.9
NT,NOTTINGHAM,REPAIR,ENG060,Barry Noon,Sue Holt,W5605963,EM,E2,2026-05-27 07:45:00,2026-05-27 15:45:00,08:00:00,8.0
EA,NORWICH,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5605964,EM,M1,2026-05-23 06:31:00,2026-05-23 08:55:00,02:24:00,2.4
